Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
13/02/2018,6,36.1,36.1,-331.5651
13/02/2018,7,36.1,36.1,-361.025
13/02/2018,8,36.05,36.05,-580.6735
13/02/2018,9,36.05,36.05,-588.8499
13/02/2018,10,36.05,36.05,-535.13
13/02/2018,11,25,25,-589.5839
13/02/2018,12,25,25,-562.3945
13/02/2018,13,25,25,-160.0297
13/02/2018,14,30,30,-273.7596
13/02/2018,15,36.1,36.1,-542.1465
13/02/2018,16,38.59546,38.59546,-236.5651
13/02/2018,17,39.51714,39.51714,-39.4353
13/02/2018,18,112.54458,112.54458,850.433
13/02/2018,19,115,115,1091.4042
13/02/2018,20,110.715,110.715,1050.4375
13/02/2018,21,104.95,104.95,790.738
13/02/2018,22,98.42006,98.42006,600.5801
13/02/2018,23,67,67,603.1797
13/02/2018,24,80,80,792.34
13/02/2018,25,81,81,809.6917
13/02/2018,26,80.34,80.34,873.0916
13/02/2018,27,68.3675,68.3675,927.1763
13/02/2018,28,67,67,782.975
13/02/2018,29,67,67,422.5645
13/02/2018,30,66.5563,66.5563,367.9701
13/02/2018,31,43,43,3.6962
13/02/2018,32,52.02233,52.02233,81.1826
13/02/2018,33,39.75,39.75,-175.3622
13/02/2018,34,72.5,72.5,220.1886
13/02/2018,35,72.5,72.5,250.7342
13/02/2018,36,72.5,72.5,145.2626
13/02/2018,37,43,43,20.8581
13/02/2018,38,51.08921,51.08921,46.2883
13/02/2018,39,69.45037,69.45037,147.7289
13/02/2018,40,72.5,72.5,187.2158
13/02/2018,41,39.6826,39.6826,-126.7154
13/02/2018,42,39.69094,39.69094,-7.8074
13/02/2018,43,39.75106,39.75106,-89.6382
13/02/2018,44,39.40118,39.40118,-269.0709
13/02/2018,45,39.75,39.75,-324.1107
13/02/2018,46,39.60486,39.60486,-495.1533
13/02/2018,47,39.75534,39.75534,-402.5331
13/02/2018,48,39.77372,39.77372,-40.4757
14/02/2018,1,57.95,57.95,236.8871
14/02/2018,2,57.95,57.95,353.1514
14/02/2018,3,57.95,57.95,310.167
14/02/2018,4,39.54888,39.54888,-233.3463
14/02/2018,5,39.56105,39.56105,-299.2155
14/02/2018,6,25,25,-457.5997
14/02/2018,7,25,25,-583.9395
14/02/2018,8,39.08,39.08,-457.4775
14/02/2018,9,39.51,39.51,-284.9999
14/02/2018,10,35,35,-578.2664
14/02/2018,11,38,38,-707.4803
14/02/2018,12,38,38,-803.2243
14/02/2018,13,39.6,39.6,-8.537
14/02/2018,14,38,38,-226.1117
14/02/2018,15,38,38,-995.7511
14/02/2018,16,37,37,-1022.9956
14/02/2018,17,37.5,37.5,-760.7803
14/02/2018,18,38,38,-447.389
14/02/2018,19,39,39,-266.6603
14/02/2018,20,61.11327,61.11327,229.0858
14/02/2018,21,64.64106,64.64106,580.209
14/02/2018,22,64.99,64.99,467.8462
14/02/2018,23,64.99,64.99,429.0494
14/02/2018,24,64.99,64.99,371.4874
14/02/2018,25,64.99,64.99,431.1843
14/02/2018,26,64.99,64.99,458.9159
14/02/2018,27,64.99,64.99,502.5355
14/02/2018,28,64.99,64.99,634.8819
14/02/2018,29,64.99,64.99,859.1445
14/02/2018,30,78.21533,78.21533,849.7132
14/02/2018,31,64.99,64.99,481.532
14/02/2018,32,64.99,64.99,353.9733
14/02/2018,33,64.99,64.99,243.6563
14/02/2018,34,72.5,72.5,274.3803
14/02/2018,35,78.99691,78.99691,614.9775
14/02/2018,36,79,79,713.1072
14/02/2018,37,81.37854,81.37854,781.9993
14/02/2018,38,82.97,82.97,888.9341
14/02/2018,39,80.74769,80.74769,733.6845
14/02/2018,40,72.5,72.5,377.7205
14/02/2018,41,39.65823,39.65823,-123.9439
14/02/2018,42,39.66,39.66,-3.6058
14/02/2018,43,59.9,59.9,522.0617
14/02/2018,44,58,58,435.5797
14/02/2018,45,39.66,39.66,-12.1073
14/02/2018,46,54.5,54.5,203.1082
14/02/2018,47,54.5,54.5,8.016
14/02/2018,48,25.33841,25.33841,-228.449
15/02/2018,1,54.25,54.25,75.9571
15/02/2018,2,54.45,54.45,422.135
15/02/2018,3,54.5,54.5,602.4925
15/02/2018,4,54.25,54.25,368.9598
15/02/2018,5,54.19524,54.19524,274.7406
15/02/2018,6,54,54,386.6177
15/02/2018,7,54,54,411.6365
15/02/2018,8,51.95058,51.95058,79.5794
15/02/2018,9,47.75697,47.75697,26.2439
15/02/2018,10,51.95,51.95,4.7336
15/02/2018,11,25.01328,25.01328,-227.0699
15/02/2018,12,45,45,23.7783
15/02/2018,13,57,57,195.1893
15/02/2018,14,57,57,254.9031
15/02/2018,15,39.1,39.1,-202.8212
15/02/2018,16,38.5,38.5,-526.2966
15/02/2018,17,38.2019,38.2019,-254.577
15/02/2018,18,39,39,-183.6941
15/02/2018,19,58,58,120.0847
15/02/2018,20,39.0503,39.0503,-232.5115
15/02/2018,21,38.09312,38.09312,-461.2858
15/02/2018,22,37.17852,37.17852,-863.3938
15/02/2018,23,37.41972,37.41972,-520.999
15/02/2018,24,37.30549,37.30549,-754.6326
15/02/2018,25,37.58397,37.58397,-507.8225
15/02/2018,26,37.43887,37.43887,-472.9959
15/02/2018,27,37.2,37.2,-679.3774
15/02/2018,28,37.2,37.2,-622.1791
15/02/2018,29,37.1,37.1,-1135.7554
15/02/2018,30,37.1,37.1,-976.7891
15/02/2018,31,37.2,37.2,-648.2878
15/02/2018,32,37.85,37.85,-534.0687
15/02/2018,33,38.50836,38.50836,-241.4789
15/02/2018,34,39.01365,39.01365,-181.8638
15/02/2018,35,38.8,38.8,-557.3483
15/02/2018,36,45.66975,45.66975,100.2852
15/02/2018,37,75,75,545.8215
15/02/2018,38,74.61791,74.61791,449.114
15/02/2018,39,73,73,328.8709
15/02/2018,40,39.65,39.65,-26.6278
15/02/2018,41,39.46189,39.46189,-148.1289
15/02/2018,42,54.3,54.3,0.9846
15/02/2018,43,54.49978,54.49978,60.4218
15/02/2018,44,38.83993,38.83993,-152.1598
15/02/2018,45,38.1,38.1,-254.722
15/02/2018,46,37.8,37.8,-267.9405
15/02/2018,47,54.5,54.5,31.9372
15/02/2018,48,37.8,37.8,-194.4871
16/02/2018,1,39.19782,39.19782,-37.4057
16/02/2018,2,54.5,54.5,162.3484
16/02/2018,3,57,57,446.094
16/02/2018,4,43.78,43.78,-102.1676
16/02/2018,5,38.25,38.25,-238.155
16/02/2018,6,35.1,35.1,-125.531
16/02/2018,7,35.05,35.05,-192.2004
16/02/2018,8,41.2,41.2,-245.5834
16/02/2018,9,40.93,40.93,-169.7332
16/02/2018,10,54.16891,54.16891,31.1117
16/02/2018,11,56.95,56.95,353.9468
16/02/2018,12,57,57,592.5419
16/02/2018,13,57,57,495.9755
16/02/2018,14,65,65,559.5809
16/02/2018,15,45.86928,45.86928,203.1866
16/02/2018,16,60.28378,60.28378,248.0665
16/02/2018,17,65.98093,65.98093,410.3933
16/02/2018,18,76.03447,76.03447,645.2191
16/02/2018,19,62,62,405.7751
16/02/2018,20,49.6391,49.6391,235.2396
16/02/2018,21,70,70,344.9709
16/02/2018,22,61.79022,61.79022,53.8749
16/02/2018,23,62,62,178.2144
16/02/2018,24,39.28622,39.28622,-263.5234
16/02/2018,25,38.38323,38.38323,-754.3902
16/02/2018,26,39.00119,39.00119,-1004.627
16/02/2018,27,39.56985,39.56985,-659.541
16/02/2018,28,37.8573,37.8573,-803.893
16/02/2018,29,38.78755,38.78755,-731.1099
16/02/2018,30,39.38,39.38,-409.7554
16/02/2018,31,39.33168,39.33168,-499.0446
16/02/2018,32,39.36,39.36,-444.1175
16/02/2018,33,39.01625,39.01625,-615.8569
16/02/2018,34,39.36,39.36,-690.2587
16/02/2018,35,39.36495,39.36495,-318.148
16/02/2018,36,68.5,68.5,192.9239
16/02/2018,37,43,43,61.609
16/02/2018,38,39.36,39.36,-382.832
16/02/2018,39,38.5,38.5,-474.7982
16/02/2018,40,38.5,38.5,-825.9908
16/02/2018,41,38.5,38.5,-763.5189
16/02/2018,42,22.80125,22.80125,-993.3708
16/02/2018,43,37.1,37.1,-557.8353
16/02/2018,44,37.1,37.1,-359.9616
16/02/2018,45,37.1,37.1,-302.8735
16/02/2018,46,25,25,-361.2403
16/02/2018,47,37.15,37.15,-878.0599
16/02/2018,48,37.15,37.15,-865.8588
17/02/2018,1,37.15,37.15,-178.3841
17/02/2018,2,55,55,110.8022
17/02/2018,3,57.75,57.75,416.0082
17/02/2018,4,55,55,96.9665
17/02/2018,5,57.75,57.75,151.0304
17/02/2018,6,57.75,57.75,102.4251
17/02/2018,7,57.76273,57.76273,307.8292
17/02/2018,8,57.75,57.75,224.9866
17/02/2018,9,54.9,54.9,2.6622
17/02/2018,10,38,38,-5.143
17/02/2018,11,37.55247,37.55247,-109.5872
17/02/2018,12,38.00322,38.00322,-32.7935
17/02/2018,13,57.75,57.75,93.2459
17/02/2018,14,71,71,281.7795
17/02/2018,15,57.09135,57.09135,39.6656
17/02/2018,16,45.70557,45.70557,73.9003
17/02/2018,17,78.5,78.5,298.7182
17/02/2018,18,48.6625,48.6625,184.0266
17/02/2018,19,78.5,78.5,384.181
17/02/2018,20,41.73798,41.73798,-9.6198
17/02/2018,21,40.51098,40.51098,-60.0608
17/02/2018,22,39.49967,39.49967,-304.7561
17/02/2018,23,39.43971,39.43971,-478.0664
17/02/2018,24,38.66684,38.66684,-772.441
17/02/2018,25,38.65326,38.65326,-684.7049
17/02/2018,26,38.58026,38.58026,-772.8583
17/02/2018,27,38.7,38.7,-649.6916
17/02/2018,28,38.5,38.5,-713.947
17/02/2018,29,38.39589,38.39589,-777.1407
17/02/2018,30,38.50993,38.50993,-715.8734
17/02/2018,31,37.28385,37.28385,-698.9118
17/02/2018,32,38.71,38.71,-627.2017
17/02/2018,33,38.5415,38.5415,-591.9548
17/02/2018,34,38.9,38.9,-268.964
17/02/2018,35,39.29691,39.29691,-61.2353
17/02/2018,36,89.97582,89.97582,226.2093
17/02/2018,37,89.95,89.95,303.15
17/02/2018,38,44.3483,44.3483,142.7226
17/02/2018,39,40.55,40.55,-23.4703
17/02/2018,40,39.05918,39.05918,-636.3199
17/02/2018,41,39.05727,39.05727,-649.1011
17/02/2018,42,39.06249,39.06249,-543.8124
17/02/2018,43,39.07111,39.07111,-162.2084
17/02/2018,44,39.07,39.07,-167.2452
17/02/2018,45,39.06,39.06,-233.9181
17/02/2018,46,39.07,39.07,-74.0408
17/02/2018,47,59,59,27.9083
17/02/2018,48,39.07,39.07,-136.82
18/02/2018,1,39.08,39.08,-73.3829
18/02/2018,2,59,59,221.8167
18/02/2018,3,73.742,73.742,319.269
18/02/2018,4,70.66899,70.66899,69.45
18/02/2018,5,68.62334,68.62334,53.5783
18/02/2018,6,58.78797,58.78797,57.0917
18/02/2018,7,60.21,60.21,156.38
18/02/2018,8,57.72871,57.72871,59.381
18/02/2018,9,57.57322,57.57322,9.9583
18/02/2018,10,57.5,57.5,0.6065
18/02/2018,11,57.5,57.5,4.3802
18/02/2018,12,57.59729,57.59729,87.8527
18/02/2018,13,54.98074,54.98074,89.3295
18/02/2018,14,58.29429,58.29429,94.8141
18/02/2018,15,39.07108,39.07108,-272.0412
18/02/2018,16,39.02903,39.02903,-569.7129
18/02/2018,17,39.06232,39.06232,-558.9569
18/02/2018,18,39.06197,39.06197,-434.7714
18/02/2018,19,39.0649,39.0649,-512.2447
18/02/2018,20,39.06936,39.06936,-611.2997
18/02/2018,21,39.1,39.1,-402.4799
18/02/2018,22,39.1,39.1,-465.6584
18/02/2018,23,39.11478,39.11478,-411.1984
18/02/2018,24,39.1044,39.1044,-508.4327
18/02/2018,25,39.14329,39.14329,-317.9698
18/02/2018,26,39.18,39.18,-155.089
18/02/2018,27,39.18,39.18,-45.144
18/02/2018,28,59,59,1.8151
18/02/2018,29,88.36867,88.36867,102.9508
18/02/2018,30,65.10209,65.10209,50.2952
18/02/2018,31,39.34721,39.34721,-109.6727
18/02/2018,32,39.39,39.39,-125.7694
18/02/2018,33,39.37,39.37,-412.3444
18/02/2018,34,39.38947,39.38947,-286.6902
18/02/2018,35,70.6,70.6,1.5216
18/02/2018,36,70.6,70.6,229.5982
18/02/2018,37,70.6,70.6,244.634
18/02/2018,38,65.11743,65.11743,2.5778
18/02/2018,39,60,60,73.5924
18/02/2018,40,39.63,39.63,-330.9876
18/02/2018,41,39.59661,39.59661,-288.8882
18/02/2018,42,38.99611,38.99611,-331.0557
18/02/2018,43,36.72357,36.72357,-132.2708
18/02/2018,44,38.00008,38.00008,-99.6643
18/02/2018,45,39.3,39.3,-15.9019
18/02/2018,46,57.97,57.97,61.5225
18/02/2018,47,38.8,38.8,-464.5393
18/02/2018,48,38.85,38.85,-281.7837
19/02/2018,1,38.33347,38.33347,-361.4732
19/02/2018,2,38.10826,38.10826,-462.4394
19/02/2018,3,35.38878,35.38878,-607.7166
19/02/2018,4,36.58346,36.58346,-571.934
19/02/2018,5,37.58395,37.58395,-530.3424
19/02/2018,6,36.85493,36.85493,-329.7572
19/02/2018,7,38.85,38.85,-188.6448
19/02/2018,8,38.85,38.85,-53.7536
19/02/2018,9,38.85,38.85,-167.9583
19/02/2018,10,38.6898,38.6898,-225.1545
19/02/2018,11,38.51619,38.51619,-334.0111
19/02/2018,12,18.68759,18.68759,-735.0094
19/02/2018,13,37.92054,37.92054,-829.507
19/02/2018,14,37.9611,37.9611,-969.8883
19/02/2018,15,39.11885,39.11885,-397.4929
19/02/2018,16,39.08,39.08,-51.7198
19/02/2018,17,38.7,38.7,-735.5308
19/02/2018,18,38.86,38.86,-490.8052
19/02/2018,19,38.86,38.86,-418.1248
19/02/2018,20,39.08193,39.08193,-320.7965
19/02/2018,21,39.21,39.21,-100.056
19/02/2018,22,60,60,9.6049
19/02/2018,23,68.41879,68.41879,243.1081
19/02/2018,24,61.96,61.96,210.5302
19/02/2018,25,70.72951,70.72951,246.1491
19/02/2018,26,64.96,64.96,5.0319
19/02/2018,27,70.5,70.5,252.8212
19/02/2018,28,63.54533,63.54533,139.1151
19/02/2018,29,40.3,40.3,-68.9809
19/02/2018,30,40.25288,40.25288,-166.2597
19/02/2018,31,40.25,40.25,-210.9456
19/02/2018,32,40.3,40.3,-83.8181
19/02/2018,33,40.25,40.25,-409.6329
19/02/2018,34,40.62565,40.62565,-98.3163
19/02/2018,35,98.92,98.92,4.6766
19/02/2018,36,40.50513,40.50513,-242.8932
19/02/2018,37,40.76655,40.76655,-133.2272
19/02/2018,38,40.77,40.77,-4.7131
19/02/2018,39,111.42,111.42,394.8242
19/02/2018,40,94.87,94.87,123.5266
19/02/2018,41,67.5,67.5,293.5527
19/02/2018,42,60,60,75.3475
19/02/2018,43,60,60,100.6556
19/02/2018,44,66.14501,66.14501,109.8
19/02/2018,45,67.5,67.5,67.7667
19/02/2018,46,40.5226,40.5226,-208.0847
19/02/2018,47,40.76,40.76,-247.7416
19/02/2018,48,40.2,40.2,-562.9135
20/02/2018,1,39.9,39.9,-514.9911
20/02/2018,2,40.11856,40.11856,-291.5004
20/02/2018,3,40.12452,40.12452,-159.8493
20/02/2018,4,40.7908,40.7908,-212.9741
20/02/2018,5,40.79877,40.79877,-97.2529
20/02/2018,6,40.8,40.8,-97.2166
20/02/2018,7,55.68304,55.68304,117.1805
20/02/2018,8,40.79332,40.79332,-63.7402
20/02/2018,9,40.8,40.8,-12.2379
20/02/2018,10,52.95,52.95,1.0917
20/02/2018,11,53.1816,53.1816,116.5223
20/02/2018,12,40.76863,40.76863,-178.1385
20/02/2018,13,60,60,204.6248
20/02/2018,14,39.97681,39.97681,-499.4219
20/02/2018,15,38.96872,38.96872,-582.4731
20/02/2018,16,40.71051,40.71051,-262.7741
20/02/2018,17,40,40,-500.7779
20/02/2018,18,40,40,-625.0106
20/02/2018,19,40.62483,40.62483,-826.9633
20/02/2018,20,40.7302,40.7302,-839.7247
20/02/2018,21,40.888,40.888,-404.5163
20/02/2018,22,40.95565,40.95565,-152.4818
20/02/2018,23,54,54,58.6586
20/02/2018,24,56,56,177.3176
20/02/2018,25,41.34363,41.34363,-41.7606
20/02/2018,26,38.5655,38.5655,-536.6785
20/02/2018,27,40.77752,40.77752,-1274.9642
20/02/2018,28,40.50615,40.50615,-1439.4197
20/02/2018,29,38.3,38.3,-1367.8794
20/02/2018,30,40.46093,40.46093,-1371.4346
20/02/2018,31,40.79284,40.79284,-1380.5321
20/02/2018,32,40.9,40.9,-901.8845
20/02/2018,33,41.18,41.18,-541.1409
20/02/2018,34,41.2,41.2,-441.08
20/02/2018,35,41.2,41.2,-870.3828
20/02/2018,36,44.53245,44.53245,66.5197
20/02/2018,37,85.95,85.95,310.275
20/02/2018,38,85.95,85.95,346.1462
20/02/2018,39,83.97657,83.97657,256.6617
20/02/2018,40,78.40154,78.40154,71.9251
20/02/2018,41,60.98505,60.98505,32.4867
20/02/2018,42,41.36,41.36,-282.3111
20/02/2018,43,41.5,41.5,-52.5829
20/02/2018,44,41.48692,41.48692,-126.2071
20/02/2018,45,41.22102,41.22102,-451.5917
20/02/2018,46,41.24783,41.24783,-432.5962
20/02/2018,47,41.20164,41.20164,-204.811
20/02/2018,48,53.39893,53.39893,6.5639
21/02/2018,1,41.21224,41.21224,-62.5334
21/02/2018,2,62.5,62.5,109.4223
21/02/2018,3,57.94319,57.94319,45.5274
21/02/2018,4,41.24025,41.24025,-222.9845
21/02/2018,5,41.24421,41.24421,-199.4262
21/02/2018,6,41.2476,41.2476,-238.6138
21/02/2018,7,41.28312,41.28312,-143.6425
21/02/2018,8,41.28286,41.28286,-145.4985
21/02/2018,9,41.27493,41.27493,-165.2582
21/02/2018,10,41.31855,41.31855,-73.3047
21/02/2018,11,41.31975,41.31975,-48.7334
21/02/2018,12,41.01035,41.01035,-207.8701
21/02/2018,13,93.87067,93.87067,194.359
21/02/2018,14,90.85389,90.85389,405.6308
21/02/2018,15,80,80,230.4939
21/02/2018,16,80,80,363.5526
21/02/2018,17,44.63361,44.63361,149.8403
21/02/2018,18,43.68402,43.68402,117.1544
21/02/2018,19,43,43,70.2242
21/02/2018,20,41.95,41.95,-220.55
21/02/2018,21,41.41168,41.41168,-541.7267
21/02/2018,22,41.4,41.4,-595.5277
21/02/2018,23,41.9,41.9,-354.1067
21/02/2018,24,42,42,-251.5373
21/02/2018,25,42.02848,42.02848,-161.3229
21/02/2018,26,42.06696,42.06696,-208.3293
21/02/2018,27,42.26036,42.26036,-162.7847
21/02/2018,28,42.26529,42.26529,-130.681
21/02/2018,29,58.40745,58.40745,69.0528
21/02/2018,30,43,43,-3.5215
21/02/2018,31,42.00669,42.00669,-214.5976
21/02/2018,32,75.97048,75.97048,97.7155
21/02/2018,33,42.05141,42.05141,-188.3738
21/02/2018,34,80,80,113.02
21/02/2018,35,42.03469,42.03469,-223.4863
21/02/2018,36,54.00564,54.00564,187.8126
21/02/2018,37,158,158,670.6126
21/02/2018,38,158,158,437.8331
21/02/2018,39,51.79517,51.79517,176.2687
21/02/2018,40,43.095,43.095,76.375
21/02/2018,41,43,43,11.687
21/02/2018,42,42.2576,42.2576,-419.5894
21/02/2018,43,42.27376,42.27376,-177.1395
21/02/2018,44,42.29813,42.29813,-76.2245
21/02/2018,45,42.2606,42.2606,-416.963
21/02/2018,46,40.80261,40.80261,-819.1034
21/02/2018,47,42.08284,42.08284,-684.6959
21/02/2018,48,42.2509,42.2509,-519.3625
22/02/2018,1,42.25424,42.25424,-613.05
22/02/2018,2,41.96272,41.96272,-649.6781
22/02/2018,3,42.23497,42.23497,-392.2678
22/02/2018,4,42.29029,42.29029,-335.0274
22/02/2018,5,42.3,42.3,-147.8336
22/02/2018,6,42.3,42.3,-153.6129
22/02/2018,7,42.29398,42.29398,-299.2985
22/02/2018,8,42.21291,42.21291,-524.7208
22/02/2018,9,42.10478,42.10478,-431.9556
22/02/2018,10,39.87262,39.87262,-531.0287
22/02/2018,11,38.37659,38.37659,-453.807
22/02/2018,12,41.00091,41.00091,-547.9166
22/02/2018,13,41.86961,41.86961,-517.3949
22/02/2018,14,42.28954,42.28954,-531.3009
22/02/2018,15,42.29217,42.29217,-501.1433
22/02/2018,16,42.30706,42.30706,-301.0227
22/02/2018,17,42.30515,42.30515,-207.0225
22/02/2018,18,42.29502,42.29502,-191.2026
22/02/2018,19,42.0096,42.0096,-205.1646
22/02/2018,20,42.29805,42.29805,-368.4755
22/02/2018,21,42.32512,42.32512,-261.0544
22/02/2018,22,42.54287,42.54287,-177.2033
22/02/2018,23,60.49382,60.49382,225.9005
22/02/2018,24,58.5,58.5,115.7744
22/02/2018,25,42.53247,42.53247,-410.097
22/02/2018,26,41.8108,41.8108,-677.98
22/02/2018,27,41.53397,41.53397,-787.1641
22/02/2018,28,41.7838,41.7838,-825.6117
22/02/2018,29,42.15364,42.15364,-814.0351
22/02/2018,30,41.9115,41.9115,-766.25
22/02/2018,31,41.85,41.85,-722.4481
22/02/2018,32,42.51761,42.51761,-452.671
22/02/2018,33,42.3405,42.3405,-648.6086
22/02/2018,34,42.57954,42.57954,-542.7553
22/02/2018,35,43.5,43.5,-328.8655
22/02/2018,36,80,80,177.2038
22/02/2018,37,158,158,477.0071
22/02/2018,38,130.69737,130.69737,285.7252
22/02/2018,39,109.51547,109.51547,203.4999
22/02/2018,40,43.53648,43.53648,-220.0625
22/02/2018,41,43.5,43.5,-353.4244
22/02/2018,42,43.44823,43.44823,-271.3271
22/02/2018,43,65.62992,65.62992,22.1662
22/02/2018,44,43.33174,43.33174,-298.1736
22/02/2018,45,43.5,43.5,-170.8825
22/02/2018,46,41.43981,41.43981,-562.4732
22/02/2018,47,42.31663,42.31663,-535.3101
22/02/2018,48,53.3853,53.3853,76.5474
23/02/2018,1,43.55,43.55,-62.4358
23/02/2018,2,43.47289,43.47289,-170.9411
23/02/2018,3,43.51903,43.51903,-199.6869
23/02/2018,4,41.8,41.8,-384.9422
23/02/2018,5,42.31183,42.31183,-400.7284
23/02/2018,6,43.62,43.62,-326.4937
23/02/2018,7,43.6212,43.6212,-223.9634
23/02/2018,8,111.55378,111.55378,200.852
23/02/2018,9,56.9,56.9,427.5697
23/02/2018,10,56.68886,56.68886,390.5258
23/02/2018,11,56.5,56.5,277.8864
23/02/2018,12,43.75,43.75,-332.7097
23/02/2018,13,43.76957,43.76957,-460.8834
23/02/2018,14,43.93611,43.93611,-325.0471
23/02/2018,15,72,72,212.9452
23/02/2018,16,75,75,305.2658
23/02/2018,17,83.1286,83.1286,574.746
23/02/2018,18,82.25,82.25,463.1405
23/02/2018,19,85,85,563.6389
23/02/2018,20,80,80,138.8515
23/02/2018,21,44.7814,44.7814,-114.8279
23/02/2018,22,44.09318,44.09318,-411.1362
23/02/2018,23,44.16934,44.16934,-401.1886
23/02/2018,24,44.97305,44.97305,-442.2279
23/02/2018,25,45.48409,45.48409,-351.4754
23/02/2018,26,44.40976,44.40976,-581.1481
23/02/2018,27,44.40833,44.40833,-465.2435
23/02/2018,28,43.92402,43.92402,-558.4418
23/02/2018,29,44.1,44.1,-550.4363
23/02/2018,30,44.56603,44.56603,-533.0264
23/02/2018,31,45.03589,45.03589,-597.6366
23/02/2018,32,45.13605,45.13605,-403.1896
23/02/2018,33,43.87578,43.87578,-932.3763
23/02/2018,34,45.17717,45.17717,-609.5182
23/02/2018,35,45.2,45.2,-641.191
23/02/2018,36,45.2,45.2,-712.6252
23/02/2018,37,45.64136,45.64136,-300.444
23/02/2018,38,46,46,-228.3478
23/02/2018,39,48.25,48.25,-2.8789
23/02/2018,40,65,65,130.0652
23/02/2018,41,70,70,408.8999
23/02/2018,42,65,65,70.099
23/02/2018,43,64.99038,64.99038,163.7447
23/02/2018,44,45.25,45.25,-99.1159
23/02/2018,45,45.16656,45.16656,-87.4499
23/02/2018,46,41.65,41.65,-672.0668
23/02/2018,47,41.65,41.65,-724.1412
23/02/2018,48,42.07633,42.07633,-399.4976
24/02/2018,1,41.67052,41.67052,-349.0165
24/02/2018,2,43.5,43.5,-184.2598
24/02/2018,3,54.88411,54.88411,15.4887
24/02/2018,4,56.69417,56.69417,8.8402
24/02/2018,5,60,60,126.0876
24/02/2018,6,59.75822,59.75822,65.325
24/02/2018,7,43.88993,43.88993,-71.0658
24/02/2018,8,41.65,41.65,-325.7123
24/02/2018,9,41.64,41.64,-349.6216
24/02/2018,10,41.63,41.63,-409.0313
24/02/2018,11,41.65,41.65,-183.7224
24/02/2018,12,43.5,43.5,-107.4054
24/02/2018,13,41.64417,41.64417,-280.5014
24/02/2018,14,41.6455,41.6455,-411.9039
24/02/2018,15,37.85461,37.85461,-632.0951
24/02/2018,16,41.63,41.63,-546.4355
24/02/2018,17,41.64832,41.64832,-419.0092
24/02/2018,18,41.63255,41.63255,-641.0238
24/02/2018,19,41.65,41.65,-784.9464
24/02/2018,20,27.96129,27.96129,-1070.6074
24/02/2018,21,23.06375,23.06375,-1040.3056
24/02/2018,22,40.006,40.006,-1148.0295
24/02/2018,23,41.01427,41.01427,-1030.043
24/02/2018,24,38,38,-947.0058
24/02/2018,25,38.67633,38.67633,-670.6225
24/02/2018,26,40.66956,40.66956,-654.2267
24/02/2018,27,41.63,41.63,-681.8084
24/02/2018,28,39.61847,39.61847,-767.956
24/02/2018,29,39.82084,39.82084,-959.274
24/02/2018,30,41.63,41.63,-877.636
24/02/2018,31,41.5,41.5,-1142.3689
24/02/2018,32,41.6,41.6,-618.0244
24/02/2018,33,42.86212,42.86212,-251.3424
24/02/2018,34,42.92657,42.92657,-133.0611
24/02/2018,35,42.91481,42.91481,-328.0205
24/02/2018,36,74.5,74.5,154.2912
24/02/2018,37,114.88331,114.88331,591.4495
24/02/2018,38,74.5,74.5,459.4999
24/02/2018,39,74.5,74.5,179.6496
24/02/2018,40,43.01294,43.01294,-159.9623
24/02/2018,41,42.84791,42.84791,-289.2579
24/02/2018,42,41.95,41.95,-225.8758
24/02/2018,43,42.06669,42.06669,-121.6457
24/02/2018,44,41.52867,41.52867,-564.7815
24/02/2018,45,41.77438,41.77438,-195.9153
24/02/2018,46,41.57586,41.57586,-254.5881
24/02/2018,47,41.6,41.6,-321.9265
24/02/2018,48,41.54846,41.54846,-402.7824
25/02/2018,1,40.9137,40.9137,-461.0463
25/02/2018,2,41.58914,41.58914,-129.8897
25/02/2018,3,60.57052,60.57052,73.6371
25/02/2018,4,60.71934,60.71934,202.0668
25/02/2018,5,55,55,47.3886
25/02/2018,6,40.17359,40.17359,-18.6429
25/02/2018,7,37.00649,37.00649,-168.9482
25/02/2018,8,37.69976,37.69976,-249.0583
25/02/2018,9,38.25,38.25,-309.1665
25/02/2018,10,39.47015,39.47015,-302.6246
25/02/2018,11,38.26365,38.26365,-96.4116
25/02/2018,12,56.43536,56.43536,79.1441
25/02/2018,13,59.32095,59.32095,69.2886
25/02/2018,14,57,57,25.016
25/02/2018,15,31.44494,31.44494,-626.4743
25/02/2018,16,-150,-150,-570.4786
25/02/2018,17,23.00164,23.00164,-464.7988
25/02/2018,18,37.40225,37.40225,-559.7734
25/02/2018,19,40.88714,40.88714,-371.9589
25/02/2018,20,39.75,39.75,-427.8961
25/02/2018,21,39.75,39.75,-321.4338
25/02/2018,22,38.69093,38.69093,-381.0333
25/02/2018,23,37.34175,37.34175,-514.6622
25/02/2018,24,39.86442,39.86442,-581.7598
25/02/2018,25,39.75,39.75,-752.4051
25/02/2018,26,40.33923,40.33923,-515.8917
25/02/2018,27,40.29476,40.29476,-406.4368
25/02/2018,28,11.2475,11.2475,-273.0716
25/02/2018,29,25.325,25.325,-446.6228
25/02/2018,30,40.62221,40.62221,-530.2892
25/02/2018,31,40.99663,40.99663,-612.7818
25/02/2018,32,40.99513,40.99513,-633.1183
25/02/2018,33,41.02351,41.02351,-424.7884
