Settlement Date,Settlement Period,System Sell Price(£/MWh),System Buy Price(£/MWh),Net Imbalance Volume(MWh)
01/01/2018,1,55.94,55.94,38.5262
01/01/2018,2,55.94,55.94,167.3802
01/01/2018,3,62.94,62.94,109.8918
01/01/2018,4,31,31,-143.3171
01/01/2018,5,60.81578,60.81578,70.7066
01/01/2018,6,65,65,153.4909
01/01/2018,7,67.85621,67.85621,383.4818
01/01/2018,8,65.77166,65.77166,303.5896
01/01/2018,9,64.01908,64.01908,162.1709
01/01/2018,10,61.42808,61.42808,34.6499
01/01/2018,11,59.64802,59.64802,50.9251
01/01/2018,12,65,65,266.6485
01/01/2018,13,65,65,564.9156
01/01/2018,14,65,65,549.9681
01/01/2018,15,65,65,173.6142
01/01/2018,16,63.91682,63.91682,24.4313
01/01/2018,17,18.16975,18.16975,-331.786
01/01/2018,18,21.83278,21.83278,-40.5668
01/01/2018,19,55.94,55.94,156.876
01/01/2018,20,64.95858,64.95858,337.0699
01/01/2018,21,62.41571,62.41571,270.3072
01/01/2018,22,65,65,584.9339
01/01/2018,23,66.02721,66.02721,657.9369
01/01/2018,24,68,68,784.0184
01/01/2018,25,68,68,529.9167
01/01/2018,26,68,68,429.5163
01/01/2018,27,69.9,69.9,562.7834
01/01/2018,28,65,65,255.7134
01/01/2018,29,36.83533,36.83533,-297.8231
01/01/2018,30,35.6,35.6,-468.5778
01/01/2018,31,38.86952,38.86952,-366.59
01/01/2018,32,40.05,40.05,-411.6333
01/01/2018,33,38.17677,38.17677,-420.7695
01/01/2018,34,45.15,45.15,-50.2903
01/01/2018,35,40.08491,40.08491,-162.3558
01/01/2018,36,41.76309,41.76309,-132.14
01/01/2018,37,38.41384,38.41384,-481.3135
01/01/2018,38,36.64317,36.64317,-299.0293
01/01/2018,39,59.95,59.95,41.4957
01/01/2018,40,59.95,59.95,35.4228
01/01/2018,41,39.06589,39.06589,-69.4035
01/01/2018,42,38.08043,38.08043,-385.7141
01/01/2018,43,38.31446,38.31446,-245.4843
01/01/2018,44,38,38,-316.6348
01/01/2018,45,33.51661,33.51661,-553.8897
01/01/2018,46,30.92449,30.92449,-750.9001
01/01/2018,47,28.07785,28.07785,-621.7131
01/01/2018,48,24.67,24.67,-775.0742
02/01/2018,1,23.06049,23.06049,-954.6019
02/01/2018,2,25,25,-518.8817
02/01/2018,3,22,22,-376.6931
02/01/2018,4,22,22,-353.8653
02/01/2018,5,28.22193,28.22193,-235.6909
02/01/2018,6,59.49,59.49,1.493
02/01/2018,7,65,65,349.4059
02/01/2018,8,65,65,322.3519
02/01/2018,9,62.49778,62.49778,247.0411
02/01/2018,10,61.75,61.75,158.4031
02/01/2018,11,62.52239,62.52239,143.1153
02/01/2018,12,64.94,64.94,177.0807
02/01/2018,13,64.94,64.94,152.0592
02/01/2018,14,34.02345,34.02345,-753.7168
02/01/2018,15,30.06964,30.06964,-1418.3769
02/01/2018,16,31.21949,31.21949,-1868.8656
02/01/2018,17,31.5,31.5,-1771.1305
02/01/2018,18,33.65,33.65,-1296.9313
02/01/2018,19,35.51217,35.51217,-922.2948
02/01/2018,20,36.20876,36.20876,-406.9163
02/01/2018,21,68.5,68.5,148.2549
02/01/2018,22,105,105,545.7881
02/01/2018,23,68.5,68.5,652.0893
02/01/2018,24,68.5,68.5,509.9298
02/01/2018,25,65.65503,65.65503,274.6192
02/01/2018,26,39.33077,39.33077,-5.0524
02/01/2018,27,39.07,39.07,-43.6053
02/01/2018,28,39.07,39.07,-278.7932
02/01/2018,29,39.06,39.06,-236.0804
02/01/2018,30,37.99183,37.99183,-458.2469
02/01/2018,31,37.20531,37.20531,-760.2459
02/01/2018,32,37.56774,37.56774,-770.0129
02/01/2018,33,39.0899,39.0899,-300.2261
02/01/2018,34,39.12306,39.12306,-189.2932
02/01/2018,35,40.38722,40.38722,-74.243
02/01/2018,36,94.9,94.9,180.3054
02/01/2018,37,94.9,94.9,103.6364
02/01/2018,38,43.73751,43.73751,-42.222
02/01/2018,39,39.07521,39.07521,-428.3592
02/01/2018,40,38.01848,38.01848,-784.8853
02/01/2018,41,38,38,-705.6902
02/01/2018,42,37.54532,37.54532,-718.5465
02/01/2018,43,38.0352,38.0352,-446.2813
02/01/2018,44,38.16165,38.16165,-356.7982
02/01/2018,45,37.18623,37.18623,-465.615
02/01/2018,46,39.08,39.08,-121.5016
02/01/2018,47,68,68,167.6051
02/01/2018,48,68,68,206.4917
03/01/2018,1,68,68,160.418
03/01/2018,2,68,68,127.2834
03/01/2018,3,74,74,123.2782
03/01/2018,4,72.02484,72.02484,51.9438
03/01/2018,5,36.41967,36.41967,-33.0416
03/01/2018,6,36,36,-109.4165
03/01/2018,7,36.4234,36.4234,-55.1288
03/01/2018,8,74,74,225.0055
03/01/2018,9,69.13562,69.13562,207.4921
03/01/2018,10,63.5,63.5,93.0871
03/01/2018,11,63.5,63.5,62.5237
03/01/2018,12,37.32021,37.32021,-83.233
03/01/2018,13,63.5,63.5,54.6275
03/01/2018,14,37,37,-253.4966
03/01/2018,15,37.08631,37.08631,-564.4484
03/01/2018,16,37,37,-826.9917
03/01/2018,17,35.83219,35.83219,-1068.5406
03/01/2018,18,37.09938,37.09938,-803.9593
03/01/2018,19,37.42443,37.42443,-570.0059
03/01/2018,20,38.08115,38.08115,-446.8672
03/01/2018,21,37,37,-530.7022
03/01/2018,22,37.0414,37.0414,-527.0659
03/01/2018,23,36,36,-630.6481
03/01/2018,24,37,37,-578.1458
03/01/2018,25,39.39571,39.39571,-92.1444
03/01/2018,26,38.5,38.5,-89.0332
03/01/2018,27,38.19075,38.19075,-225.3416
03/01/2018,28,38,38,-279.5988
03/01/2018,29,39.50412,39.50412,-104.6294
03/01/2018,30,68.5,68.5,38.0124
03/01/2018,31,40.1,40.1,-25.3895
03/01/2018,32,92.06,92.06,21.0143
03/01/2018,33,38.55,38.55,-318.5734
03/01/2018,34,92.06,92.06,61.9373
03/01/2018,35,98.16,98.16,181.3944
03/01/2018,36,98.16,98.16,272.1711
03/01/2018,37,98.16,98.16,210.453
03/01/2018,38,39.30213,39.30213,-199.0317
03/01/2018,39,38.8734,38.8734,-160.2895
03/01/2018,40,38.2,38.2,-395.7973
03/01/2018,41,38.88422,38.88422,-39.0507
03/01/2018,42,38.2,38.2,-292.2583
03/01/2018,43,38.81642,38.81642,-55.8764
03/01/2018,44,40,40,-11.0844
03/01/2018,45,36,36,-324.427
03/01/2018,46,36,36,-596.6954
03/01/2018,47,28.73179,28.73179,-617.8076
03/01/2018,48,34.67437,34.67437,-374.1111
04/01/2018,1,37,37,-179.9515
04/01/2018,2,57.5,57.5,14.7781
04/01/2018,3,35.32067,35.32067,-256.3326
04/01/2018,4,35,35,-363.5873
04/01/2018,5,36.01,36.01,-316.1997
04/01/2018,6,36.01,36.01,-162.7582
04/01/2018,7,35.6,35.6,-340.6041
04/01/2018,8,35.89351,35.89351,-160.1494
04/01/2018,9,36.17733,36.17733,-77.7326
04/01/2018,10,35.32727,35.32727,-181.9708
04/01/2018,11,36.01,36.01,-241.4356
04/01/2018,12,35.92362,35.92362,-293.7978
04/01/2018,13,35,35,-542.6446
04/01/2018,14,28,28,-972.6348
04/01/2018,15,4.6425,4.6425,-1177.6931
04/01/2018,16,36,36,-1334.8246
04/01/2018,17,36,36,-600.0177
04/01/2018,18,36.4744,36.4744,-646.0434
04/01/2018,19,38.40975,38.40975,-476.8531
04/01/2018,20,39.70497,39.70497,-220.8265
04/01/2018,21,40.70257,40.70257,-94.0595
04/01/2018,22,69.38202,69.38202,408.9567
04/01/2018,23,69.7,69.7,809.4083
04/01/2018,24,69.49,69.49,514.2469
04/01/2018,25,63.86668,63.86668,72.9967
04/01/2018,26,36.25364,36.25364,-347.7681
04/01/2018,27,36.392,36.392,-209.9603
04/01/2018,28,37.2912,37.2912,-231.3472
04/01/2018,29,39.17603,39.17603,-7.8976
04/01/2018,30,39.18436,39.18436,-52.0314
04/01/2018,31,38.55,38.55,-597.4866
04/01/2018,32,38.55,38.55,-795.5499
04/01/2018,33,38.55,38.55,-748.7128
04/01/2018,34,39.05358,39.05358,-195.4807
04/01/2018,35,101.97,101.97,55.165
04/01/2018,36,101.97,101.97,97.698
04/01/2018,37,101.97,101.97,83.9714
04/01/2018,38,38.59125,38.59125,-189.1287
04/01/2018,39,38.57067,38.57067,-303.5425
04/01/2018,40,39.47917,39.47917,-60.8553
04/01/2018,41,39.16599,39.16599,-142.3842
04/01/2018,42,38.91193,38.91193,-154.3524
04/01/2018,43,61,61,56.6703
04/01/2018,44,38.6,38.6,-245.5152
04/01/2018,45,38.54201,38.54201,-218.0052
04/01/2018,46,37.16919,37.16919,-110.2971
04/01/2018,47,34.66592,34.66592,-271.0397
04/01/2018,48,61,61,118.333
05/01/2018,1,61,61,112.7238
05/01/2018,2,61,61,66.7001
05/01/2018,3,48.54,48.54,-12.5673
05/01/2018,4,38.6,38.6,-65.4251
05/01/2018,5,38.5559,38.5559,-82.6449
05/01/2018,6,38.6,38.6,-132.813
05/01/2018,7,38.6,38.6,-206.9884
05/01/2018,8,38.6,38.6,-187.5241
05/01/2018,9,38.65166,38.65166,-59.0306
05/01/2018,10,44.4,44.4,-40.4167
05/01/2018,11,59.49,59.49,22.6454
05/01/2018,12,37.22847,37.22847,-279.6846
05/01/2018,13,31.97294,31.97294,-695.2745
05/01/2018,14,29.2002,29.2002,-918.2242
05/01/2018,15,27.58,27.58,-1572.5198
05/01/2018,16,38.24607,38.24607,-1198.8671
05/01/2018,17,40.06136,40.06136,-661.2743
05/01/2018,18,39.32808,39.32808,-421.4162
05/01/2018,19,42.39003,42.39003,6.6013
05/01/2018,20,40.16725,40.16725,-81.1414
05/01/2018,21,38.16776,38.16776,-305.0466
05/01/2018,22,32.11186,32.11186,-271.327
05/01/2018,23,40.17221,40.17221,-273.5369
05/01/2018,24,38.14536,38.14536,-235.3599
05/01/2018,25,60,60,15.6216
05/01/2018,26,42.40297,42.40297,-48.9241
05/01/2018,27,67.28376,67.28376,19.1833
05/01/2018,28,71,71,70.7
05/01/2018,29,89.10952,89.10952,91.0582
05/01/2018,30,42.24628,42.24628,-113.9192
05/01/2018,31,41.01,41.01,-423.9756
05/01/2018,32,43.15,43.15,-32.6534
05/01/2018,33,141.45,141.45,355.9494
05/01/2018,34,179.45,179.45,687.2509
05/01/2018,35,188.45,188.45,841.9084
05/01/2018,36,179.45,179.45,541.1078
05/01/2018,37,64.44907,64.44907,47.4045
05/01/2018,38,40.24219,40.24219,-258.7165
05/01/2018,39,114.93939,114.93939,98.7683
05/01/2018,40,70.95,70.95,158.1659
05/01/2018,41,78.64779,78.64779,305.5594
05/01/2018,42,65,65,144.9075
05/01/2018,43,65.66345,65.66345,367.2061
05/01/2018,44,65,65,142.7038
05/01/2018,45,62.46889,62.46889,68.844
05/01/2018,46,61,61,85.9362
05/01/2018,47,62.9673,62.9673,161.3954
05/01/2018,48,61,61,32.7726
06/01/2018,1,39.85284,39.85284,-161.1626
06/01/2018,2,39.85,39.85,-156.2165
06/01/2018,3,39.81611,39.81611,-38.4312
06/01/2018,4,39.83054,39.83054,-9.55
06/01/2018,5,60.03619,60.03619,98.8099
06/01/2018,6,37.62303,37.62303,-147.5159
06/01/2018,7,60,60,275.8515
06/01/2018,8,44.11459,44.11459,-35.9558
06/01/2018,9,51.44759,51.44759,-13.4152
06/01/2018,10,37.6,37.6,-260.3932
06/01/2018,11,39.8,39.8,-378.6848
06/01/2018,12,39.94,39.94,-463.9127
06/01/2018,13,43.06,43.06,-94.2239
06/01/2018,14,59,59,66.5563
06/01/2018,15,30,30,-299.8981
06/01/2018,16,30,30,-563.2482
06/01/2018,17,37.64453,37.64453,-360.0477
06/01/2018,18,39.8,39.8,-258.424
06/01/2018,19,38.6,38.6,-320.8459
06/01/2018,20,37.04078,37.04078,-442.3892
06/01/2018,21,39.34991,39.34991,-251.9446
06/01/2018,22,39.85,39.85,-227.3462
06/01/2018,23,41.39441,41.39441,-45.7912
06/01/2018,24,40.42812,40.42812,-122.0606
06/01/2018,25,68,68,203.4506
06/01/2018,26,57.67346,57.67346,13.5957
06/01/2018,27,39.78844,39.78844,-153.673
06/01/2018,28,38.99817,38.99817,-373.112
06/01/2018,29,39.2,39.2,-261.6226
06/01/2018,30,39.85636,39.85636,-85.6251
06/01/2018,31,68,68,138.2441
06/01/2018,32,39.58202,39.58202,-294.1921
06/01/2018,33,40.08486,40.08486,-207.261
06/01/2018,34,90.22,90.22,487.9879
06/01/2018,35,95.22,95.22,719.2663
06/01/2018,36,95.39697,95.39697,720.5957
06/01/2018,37,95.22,95.22,480.6881
06/01/2018,38,89.7889,89.7889,286.073
06/01/2018,39,40.5,40.5,-96.5781
06/01/2018,40,39.60347,39.60347,-441.0972
06/01/2018,41,39.46067,39.46067,-327.0496
06/01/2018,42,65,65,82.6955
06/01/2018,43,64.99557,64.99557,166.5249
06/01/2018,44,60.75,60.75,181.3024
06/01/2018,45,64,64,252.924
06/01/2018,46,64.14292,64.14292,331.2248
06/01/2018,47,61.75,61.75,260.2154
06/01/2018,48,60.75,60.75,31.9068
07/01/2018,1,38.7,38.7,-278.6954
07/01/2018,2,38.64165,38.64165,-344.7621
07/01/2018,3,38.7,38.7,-152.3594
07/01/2018,4,38.13424,38.13424,-84.0583
07/01/2018,5,34,34,-78.4584
07/01/2018,6,60.72022,60.72022,188.6373
07/01/2018,7,57.24,57.24,97.1889
07/01/2018,8,57.24,57.24,133.4117
07/01/2018,9,59.5469,59.5469,185.1987
07/01/2018,10,57.24,57.24,52.5591
07/01/2018,11,34.1,34.1,-140.9507
07/01/2018,12,27,27,-331.272
07/01/2018,13,37.5,37.5,-350.5832
07/01/2018,14,37.6,37.6,-260.3632
07/01/2018,15,38.6,38.6,-158.6129
07/01/2018,16,38.21634,38.21634,-206.9287
07/01/2018,17,36.08762,36.08762,-186.9464
07/01/2018,18,37,37,-141.5223
07/01/2018,19,38.30847,38.30847,-224.4373
07/01/2018,20,38.7,38.7,-136.3567
07/01/2018,21,66.17823,66.17823,45.0246
07/01/2018,22,66.45,66.45,95.3779
07/01/2018,23,66.45,66.45,124.1096
07/01/2018,24,39.52185,39.52185,-181.5408
07/01/2018,25,38.76535,38.76535,-498.6265
07/01/2018,26,38.35397,38.35397,-850.7651
07/01/2018,27,38.86963,38.86963,-589.8037
07/01/2018,28,39.01,39.01,-379.0172
07/01/2018,29,39.2,39.2,-309.5489
07/01/2018,30,39.61,39.61,-179.8241
07/01/2018,31,40.56451,40.56451,-72.7139
07/01/2018,32,40.40402,40.40402,-259.1724
07/01/2018,33,42.24121,42.24121,-162.28
07/01/2018,34,104.63,104.63,468.5247
07/01/2018,35,104.63,104.63,578.5313
07/01/2018,36,104.63,104.63,599.6063
07/01/2018,37,103.35586,103.35586,249.9286
07/01/2018,38,47.5,47.5,-33.2217
07/01/2018,39,70,70,108.3855
07/01/2018,40,70,70,202.3132
07/01/2018,41,89,89,447.9925
07/01/2018,42,65,65,181.1285
07/01/2018,43,65,65,245.854
07/01/2018,44,62,62,40.7104
07/01/2018,45,38.77672,38.77672,-174.0084
07/01/2018,46,37.57778,37.57778,-597.4722
07/01/2018,47,38.6,38.6,-357.2961
07/01/2018,48,39.8,39.8,-91.0527
08/01/2018,1,65,65,154.2946
08/01/2018,2,64.84106,64.84106,169.8748
08/01/2018,3,60.85,60.85,125.5876
08/01/2018,4,38.70528,38.70528,-162.7707
08/01/2018,5,38.62,38.62,-265.0283
08/01/2018,6,38.44607,38.44607,-410.1685
08/01/2018,7,38.34513,38.34513,-390.6923
08/01/2018,8,39,39,-197.8077
08/01/2018,9,38.68621,38.68621,-216.732
08/01/2018,10,38.11817,38.11817,-282.5863
08/01/2018,11,36.00789,36.00789,-245.9001
08/01/2018,12,36.01,36.01,-367.4639
08/01/2018,13,67,67,129.6357
08/01/2018,14,68.5007,68.5007,268.1054
08/01/2018,15,67.35498,67.35498,50.7863
08/01/2018,16,92.30581,92.30581,57.6914
08/01/2018,17,44.2994,44.2994,109.4331
08/01/2018,18,43,43,86.1639
08/01/2018,19,98.66399,98.66399,418.6174
08/01/2018,20,104.84854,104.84854,624.5553
08/01/2018,21,75,75,525.8861
08/01/2018,22,75,75,503.4923
08/01/2018,23,72.49957,72.49957,300.5863
08/01/2018,24,75,75,257.1744
08/01/2018,25,99.94166,99.94166,405.1582
08/01/2018,26,105,105,554.4401
08/01/2018,27,121.37755,121.37755,1001.5698
08/01/2018,28,158,158,1056.7619
08/01/2018,29,158,158,978.826
08/01/2018,30,125.8121,125.8121,456.833
08/01/2018,31,83.32285,83.32285,63.3342
08/01/2018,32,76.27034,76.27034,93.5412
08/01/2018,33,46.19418,46.19418,-19.0383
08/01/2018,34,39.24229,39.24229,-389.3604
08/01/2018,35,40.02347,40.02347,-822.0405
08/01/2018,36,39.3829,39.3829,-1132.4706
08/01/2018,37,39.72068,39.72068,-1119.0629
08/01/2018,38,41.88656,41.88656,-441.4605
08/01/2018,39,93.21041,93.21041,199.0786
08/01/2018,40,70.21606,70.21606,287.9813
08/01/2018,41,65,65,119.4279
08/01/2018,42,42.5117,42.5117,-232.9798
08/01/2018,43,42.51331,42.51331,-46.293
08/01/2018,44,40.79321,40.79321,-116.9476
08/01/2018,45,40.36408,40.36408,-37.7898
08/01/2018,46,37.21526,37.21526,-168.1791
08/01/2018,47,31,31,-349.9114
08/01/2018,48,33.67888,33.67888,-152.5209
09/01/2018,1,51.73369,51.73369,27.5271
09/01/2018,2,59.38299,59.38299,242.9868
09/01/2018,3,57.24,57.24,107.4085
09/01/2018,4,57.24,57.24,9.9424
09/01/2018,5,57.24,57.24,17.8101
09/01/2018,6,57.24,57.24,163.5472
09/01/2018,7,57.24,57.24,211.4099
09/01/2018,8,57.1,57.1,300.844
09/01/2018,9,57.1,57.1,265.5616
09/01/2018,10,56.99,56.99,136.2345
09/01/2018,11,52.5,52.5,-3.8772
09/01/2018,12,30.6584,30.6584,-152.0643
09/01/2018,13,37.5,37.5,-174.3883
09/01/2018,14,35.72183,35.72183,-315.9382
09/01/2018,15,40.9232,40.9232,-13.8114
09/01/2018,16,40.16801,40.16801,-30.5783
09/01/2018,17,40.75,40.75,-14.2942
09/01/2018,18,40.78569,40.78569,-48.6078
09/01/2018,19,74.77863,74.77863,177.6012
09/01/2018,20,75,75,217.5959
09/01/2018,21,75,75,149.0287
09/01/2018,22,75,75,175.8905
09/01/2018,23,90.52482,90.52482,178.1894
09/01/2018,24,91.24547,91.24547,233.5789
09/01/2018,25,92,92,318.6554
09/01/2018,26,90.62215,90.62215,342.1582
09/01/2018,27,85,85,248.6043
09/01/2018,28,75,75,75.7666
09/01/2018,29,75,75,79.4127
09/01/2018,30,41.55,41.55,-251.9182
09/01/2018,31,41.40824,41.40824,-292.5493
09/01/2018,32,41.55,41.55,-108.1066
09/01/2018,33,41.55,41.55,-236.9353
09/01/2018,34,41.55,41.55,-391.6939
09/01/2018,35,41.55,41.55,-432.349
09/01/2018,36,41.56,41.56,-403.8616
09/01/2018,37,74.1,74.1,5.3941
09/01/2018,38,70,70,125.5606
09/01/2018,39,70,70,50.1393
09/01/2018,40,69.01603,69.01603,358.3859
09/01/2018,41,64.45,64.45,346.7482
09/01/2018,42,63.95,63.95,107.2287
09/01/2018,43,64.45,64.45,349.1032
09/01/2018,44,41.56,41.56,-98.9156
09/01/2018,45,40.83038,40.83038,-178.1762
09/01/2018,46,41.24496,41.24496,-77.3783
09/01/2018,47,39,39,-53.5932
09/01/2018,48,39,39,-63.9966
10/01/2018,1,37.52468,37.52468,-282.9062
10/01/2018,2,40.77194,40.77194,-122.638
10/01/2018,3,38.53961,38.53961,-21.4688
10/01/2018,4,57,57,32.8043
10/01/2018,5,57.32162,57.32162,108.4966
10/01/2018,6,57,57,25.3334
10/01/2018,7,37.25,37.25,-147.8442
10/01/2018,8,37.877,37.877,-63.7809
10/01/2018,9,56.45,56.45,90.8772
10/01/2018,10,56.5,56.5,296.7147
10/01/2018,11,56.49257,56.49257,292.7212
10/01/2018,12,55.05288,55.05288,29.3472
10/01/2018,13,56.21064,56.21064,81.8564
10/01/2018,14,55.78446,55.78446,41.8336
10/01/2018,15,58.62832,58.62832,40.8386
10/01/2018,16,62.90208,62.90208,247.7792
10/01/2018,17,63.40098,63.40098,236.6449
10/01/2018,18,41.55713,41.55713,-235.1086
10/01/2018,19,41.26995,41.26995,-296.5638
10/01/2018,20,41.51155,41.51155,-445.8689
10/01/2018,21,39.71,39.71,-732.9325
10/01/2018,22,41.55,41.55,-671.1523
10/01/2018,23,41.56,41.56,-574.9012
10/01/2018,24,41.56,41.56,-619.1482
10/01/2018,25,41.76641,41.76641,-436.8601
10/01/2018,26,41.96695,41.96695,-245.425
10/01/2018,27,42.35369,42.35369,-92.3157
10/01/2018,28,41.75643,41.75643,-395.3091
10/01/2018,29,41.56,41.56,-731.8341
10/01/2018,30,41.6,41.6,-648.6687
10/01/2018,31,41.6,41.6,-676.2614
10/01/2018,32,41.89462,41.89462,-550.8929
10/01/2018,33,39.73495,39.73495,-1099.8046
10/01/2018,34,41.63382,41.63382,-672.7701
10/01/2018,35,40.05,40.05,-656.3373
10/01/2018,36,40.05,40.05,-810.3468
10/01/2018,37,40.05,40.05,-694.5515
10/01/2018,38,41.74705,41.74705,-497.531
10/01/2018,39,41.96502,41.96502,-372.6593
10/01/2018,40,39.67726,39.67726,-473.627
10/01/2018,41,43.11,43.11,-54.1403
10/01/2018,42,39.79618,39.79618,-271.262
10/01/2018,43,40.58281,40.58281,-266.2173
10/01/2018,44,40.45985,40.45985,-170.7288
10/01/2018,45,36.94692,36.94692,-349.9811
10/01/2018,46,16.74676,16.74676,-730.7322
10/01/2018,47,37.34275,37.34275,-654.6694
10/01/2018,48,37.33,37.33,-138.1065
11/01/2018,1,37.33,37.33,-126.5
11/01/2018,2,34.00231,34.00231,-186.9083
11/01/2018,3,33.598,33.598,-431.8415
11/01/2018,4,33.598,33.598,-648.6507
11/01/2018,5,33.598,33.598,-541.3594
11/01/2018,6,37.69445,37.69445,-264.8279
11/01/2018,7,37.33,37.33,-339.383
11/01/2018,8,37.33,37.33,-410.6771
11/01/2018,9,37.33,37.33,-336.3502
11/01/2018,10,37.33,37.33,-195.2954
11/01/2018,11,37.33,37.33,-316.3727
11/01/2018,12,37.33,37.33,-270.2903
11/01/2018,13,35.44761,35.44761,-384.2299
11/01/2018,14,34.30308,34.30308,-274.3976
11/01/2018,15,32.78611,32.78611,-230.2153
11/01/2018,16,40.35752,40.35752,-366.2528
11/01/2018,17,40.43512,40.43512,-420.3386
11/01/2018,18,41.43334,41.43334,-277.8484
11/01/2018,19,42.75,42.75,-35.4035
11/01/2018,20,64.48843,64.48843,101.0584
11/01/2018,21,74.07193,74.07193,278.0834
11/01/2018,22,64.45,64.45,239.8251
11/01/2018,23,43,43,98.6868
11/01/2018,24,42.87142,42.87142,74.4416
11/01/2018,25,73.87,73.87,165.1584
11/01/2018,26,43,43,16.0692
11/01/2018,27,47.18983,47.18983,40.8582
11/01/2018,28,89.77076,89.77076,40.9416
11/01/2018,29,150,150,29.3575
11/01/2018,30,42.01,42.01,-0.325
11/01/2018,31,108,108,8.3248
11/01/2018,32,123.73072,123.73072,153.6027
11/01/2018,33,153.36934,153.36934,463.5418
11/01/2018,34,152.39,152.39,291.7417
11/01/2018,35,47.02,47.02,-95.2657
11/01/2018,36,43.11368,43.11368,-264.475
11/01/2018,37,42.11247,42.11247,-316.6536
11/01/2018,38,45.52472,45.52472,-57.9992
11/01/2018,39,100.32652,100.32652,166.2144
11/01/2018,40,140,140,364.8073
11/01/2018,41,71.15907,71.15907,255.9501
11/01/2018,42,42.152,42.152,-47.2436
11/01/2018,43,40.46401,40.46401,-255.2318
11/01/2018,44,42.00899,42.00899,-111.6684
11/01/2018,45,55.93,55.93,28.0444
11/01/2018,46,39.76,39.76,-476.3499
11/01/2018,47,39.512,39.512,-363.0979
11/01/2018,48,39.45,39.45,-339.9437
12/01/2018,1,39.45,39.45,-253.5515
12/01/2018,2,39.61897,39.61897,-104.2811
12/01/2018,3,39.82368,39.82368,-74.4112
12/01/2018,4,39.54424,39.54424,-251.6958
12/01/2018,5,39.45,39.45,-290.2483
12/01/2018,6,35.2842,35.2842,-323.5833
12/01/2018,7,36.67442,36.67442,-176.0829
12/01/2018,8,38.93861,38.93861,-258.837
12/01/2018,9,38.38033,38.38033,-298.0834
12/01/2018,10,37.33,37.33,-381.6181
12/01/2018,11,37.33,37.33,-266.2396
12/01/2018,12,37.3715,37.3715,-254.0513
12/01/2018,13,55,55,42.6841
12/01/2018,14,60,60,138.3829
12/01/2018,15,40.88936,40.88936,-32.3367
12/01/2018,16,69.606,69.606,29.7001
12/01/2018,17,43.17374,43.17374,81.4776
12/01/2018,18,41.56405,41.56405,-185.4332
12/01/2018,19,41.56,41.56,-374.6517
12/01/2018,20,41.00469,41.00469,-265.4028
12/01/2018,21,40.47164,40.47164,-238.4989
12/01/2018,22,40.8176,40.8176,-314.6633
12/01/2018,23,40.86638,40.86638,-303.587
12/01/2018,24,39.81347,39.81347,-380.3925
12/01/2018,25,41.59582,41.59582,-170.6141
12/01/2018,26,41.52371,41.52371,-247.475
12/01/2018,27,41.52572,41.52572,-163.7191
12/01/2018,28,39.4587,39.4587,-248.8388
12/01/2018,29,40.59974,40.59974,-383.6384
12/01/2018,30,39.95728,39.95728,-427.8105
12/01/2018,31,39.95047,39.95047,-634.0872
12/01/2018,32,40.17474,40.17474,-231.9327
12/01/2018,33,40.00861,40.00861,-207.3044
12/01/2018,34,40.02776,40.02776,-322.377
12/01/2018,35,40.05,40.05,-317.2146
12/01/2018,36,41.6,41.6,-115.505
12/01/2018,37,42.3,42.3,-8.8962
12/01/2018,38,41.29256,41.29256,-275.5082
12/01/2018,39,62.94,62.94,5.6797
12/01/2018,40,41.46499,41.46499,-283.61
12/01/2018,41,39.25815,39.25815,-307.234
12/01/2018,42,39.91,39.91,-328.8163
12/01/2018,43,7.11924,7.11924,-524.7482
12/01/2018,44,28,28,-582.9719
12/01/2018,45,40.1,40.1,-391.8895
12/01/2018,46,40.15,40.15,-197.5678
12/01/2018,47,60.25,60.25,38.5638
12/01/2018,48,60.25,60.25,29.081
13/01/2018,1,40.07009,40.07009,-135.3779
13/01/2018,2,37.82562,37.82562,-203.7966
13/01/2018,3,38.51,38.51,-317.4326
13/01/2018,4,38.51,38.51,-331.9188
13/01/2018,5,38.51,38.51,-424.3452
13/01/2018,6,35,35,-335.6037
13/01/2018,7,35,35,-465.7309
13/01/2018,8,35,35,-394.7201
13/01/2018,9,39.76,39.76,-215.4167
13/01/2018,10,39.76,39.76,-194.3488
13/01/2018,11,35.01,35.01,-172.5117
13/01/2018,12,35.01,35.01,-192.0083
13/01/2018,13,37.62,37.62,-26.1115
13/01/2018,14,35.01,35.01,-102.4446
13/01/2018,15,35,35,-368.1583
13/01/2018,16,35,35,-695.9405
13/01/2018,17,39.5,39.5,-585.6799
13/01/2018,18,39.5,39.5,-331.7282
13/01/2018,19,35,35,-189.9484
13/01/2018,20,35,35,-148.1187
13/01/2018,21,35,35,-182.5521
13/01/2018,22,35,35,-146.3833
13/01/2018,23,61.25,61.25,106.2314
13/01/2018,24,61.25,61.25,348.8857
13/01/2018,25,61.25,61.25,476.4797
13/01/2018,26,61.25,61.25,363.7039
13/01/2018,27,61.25,61.25,239.0409
13/01/2018,28,61.25,61.25,65.6315
13/01/2018,29,61.25,61.25,45.2961
13/01/2018,30,41.6,41.6,-47.3403
13/01/2018,31,40.05,40.05,-350.6081
13/01/2018,32,40.05,40.05,-386.6239
13/01/2018,33,36.977,36.977,-306.8
13/01/2018,34,90.59339,90.59339,278.5476
13/01/2018,35,116.51417,116.51417,601.46
